,star_id,planet_id,transit_period,transit_t0_BRJD,transit_rp_rstar,transit_a_rstar,transit_inc,transit_ecc,transit_w,transit_limb1_F146,transit_limb2_F146,transit_limb1_F087,transit_limb2_F087,transit_limb1_F213,transit_limb2_F213,transit_fp_fstar_F146,transit_fp_fstar_F087,transit_fp_fstar_F213,transit_t0_sec,planet_n_transits,planet_est_transit_snr,planet_radius,planet_sma,planet_impact,planet_teff_eq,star_n_planets,star_mass,star_radius,star_teff,star_logg,star_met,star_Mbol,star_dist,star_Av,F146,F062,F087,F106,F129,F158,F184,F213
135,4522696,4522696.01,28.8339,126.444131,0.127394,56.663841,89.9981,0.0712,339.6,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,113.25267,2.0,5.5,8.49,0.161,0.0019,406.0,1,0.669,0.611,4436.0,4.68,-0.173,6.961,8.0053,2.2032519018283696,21.3267,23.1348,22.211,21.8322,21.4533,21.1741,21.2764,21.3787
136,4524893,4524893.01,0.847949,105.768334,0.066881,5.526234,86.2419,0.1501,142.3,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,1.1e-05,0.0,4.3e-05,106.128273,82.0,6.0,4.33,0.0152,0.3622,1294.0,1,0.656,0.593,4416.0,4.7,0.103,7.046,8.2982,2.2006232272659303,21.2617,23.1549,22.1754,21.7899,21.4044,21.0977,21.2009,21.3041
137,4534282,4534282.01,5.011336,108.092856,0.093298,17.527555,87.1934,0.1782,202.4,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,2e-06,110.074447,14.0,5.6,6.28,0.0503,0.8582,733.0,1,0.675,0.617,4457.0,4.68,0.206,6.919,8.6314,1.6635012216326206,21.4871,23.0791,22.2668,21.9291,21.5914,21.3358,21.4584,21.5809
138,4537586,4537586.01,4.6141,105.575452,0.104362,16.2468,86.9996,0.1674,283.4,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,3e-06,103.384185,16.0,9.9,7.22,0.0479,0.8504,767.0,1,0.688,0.634,4487.0,4.66,0.038,6.833,8.6098,1.7130076473494606,21.2766,22.7898,22.0293,21.6996,21.3699,21.1324,21.2555,21.3787
139,4541086,4541086.01,16.058509,105.381347,0.256865,37.600004,89.5682,0.0305,303.3,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,97.524558,5.0,54.7,17.57,0.1097,0.2834,502.0,1,0.681,0.627,4467.0,4.67,-0.262,6.876,6.0416,1.7572567239414223,20.6074,22.1708,21.3728,21.0396,20.7065,20.4634,20.5803,20.6973
140,4544538,4544538.01,15.729235,115.553074,0.221875,37.830506,89.4497,0.0402,41.6,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,107.990404,4.0,25.6,14.79,0.1075,0.3633,497.0,1,0.669,0.611,4436.0,4.68,0.327,6.961,6.9694,1.930747991621468,21.0459,22.7941,21.8989,21.5342,21.1695,20.8881,21.0012,21.1143
141,4546763,4546763.01,29.116177,106.73015,0.168017,55.479522,89.6419,0.015,343.3,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,92.440099,3.0,12.5,11.62,0.1636,0.3468,415.0,1,0.688,0.634,4487.0,4.66,-0.134,6.833,8.2706,1.851450094952669,21.3362,22.9061,22.1103,21.7729,21.4354,21.1919,21.3092,21.4265
142,4549269,4549269.01,16.375495,120.971046,0.147183,37.38018,88.5322,0.1019,316.2,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,113.551991,4.0,13.2,10.32,0.1118,0.9575,507.0,1,0.694,0.643,4498.0,4.65,0.386,6.79,7.1288,1.9469579076985484,20.9602,22.6807,21.8036,21.4402,21.0767,20.807,20.9203,21.0335
143,4550799,4550799.01,7.271092,107.765733,0.133556,21.755957,87.4876,0.0089,6.0,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,1e-06,104.171907,10.0,11.0,9.37,0.0651,0.9537,664.0,3,0.694,0.643,4498.0,4.65,0.037,6.79,7.9423,1.932062224449276,21.2099,22.8305,22.0106,21.6633,21.3159,21.0617,21.1779,21.294
144,4550799,4550799.02,14.549484,107.368697,0.329259,34.546985,88.6995,0.047,49.7,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,1e-06,100.376516,5.0,52.8,23.09,0.1033,0.7841,527.0,3,0.694,0.643,4498.0,4.65,0.037,6.79,7.9423,1.932062224449276,21.2099,22.8305,22.0106,21.6633,21.3159,21.0617,21.1779,21.294
145,4550799,4550799.03,18.699903,114.557643,0.181683,40.838646,88.6824,0.0098,134.1,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,123.827647,4.0,15.0,12.74,0.1221,0.9391,485.0,3,0.694,0.643,4498.0,4.65,0.037,6.79,7.9423,1.932062224449276,21.2099,22.8305,22.0106,21.6633,21.3159,21.0617,21.1779,21.294
146,4558510,4558510.01,13.311849,116.728347,0.143582,32.925728,89.8147,0.091,123.2,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,122.961718,5.0,11.2,9.93,0.0971,0.1065,539.0,1,0.688,0.634,4487.0,4.66,0.571,6.833,9.0228,2.102048662348343,21.3552,23.181,22.247,21.8612,21.4753,21.2033,21.311,21.4186
147,4558617,4558617.01,16.38177,111.285698,0.346142,37.093355,89.5566,0.0077,131.2,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,119.424886,4.0,58.8,24.54,0.1121,0.2871,511.0,2,0.7,0.65,4519.0,4.65,0.104,6.747,8.4438,2.13578314514396,21.2199,23.0186,22.0983,21.7233,21.3483,21.0629,21.1699,21.277
148,4558617,4558617.02,20.486837,117.565241,0.334869,43.056513,89.598,0.0402,59.9,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,107.586352,3.0,49.5,23.74,0.1302,0.3021,474.0,2,0.7,0.65,4519.0,4.65,0.104,6.747,8.4438,2.13578314514396,21.2199,23.0186,22.0983,21.7233,21.3483,21.0629,21.1699,21.277
149,4561687,4561687.01,8.606139,105.793224,0.165323,24.343555,89.4703,0.0221,53.3,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,1e-06,101.563415,9.0,19.8,11.6,0.0728,0.2251,628.0,2,0.694,0.643,4498.0,4.65,-0.124,6.79,7.387,1.9254906424965887,21.0668,22.6644,21.8538,21.5117,21.1696,20.9214,21.0368,21.1521
150,4561687,4561687.02,15.51584,112.587647,0.121373,36.060242,89.9406,0.0299,337.6,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,105.103963,5.0,8.8,8.51,0.1078,0.0374,516.0,2,0.694,0.643,4498.0,4.65,-0.124,6.79,7.387,1.9254906424965887,21.0668,22.6644,21.8538,21.5117,21.1696,20.9214,21.0368,21.1521
151,4562473,4562473.01,1.061139,105.291257,0.154608,6.343939,82.7339,0.0086,266.2,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,3.7e-05,1e-06,0.000161,105.821643,66.0,27.2,10.15,0.0178,0.8024,1210.0,1,0.663,0.602,4426.0,4.69,0.184,7.004,8.711,1.933376666183907,21.3067,23.0579,22.1564,21.7939,21.4314,21.1484,21.2611,21.3738
152,4565011,4565011.01,27.895552,106.517678,0.172527,52.894706,88.9283,0.15,94.7,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,120.245547,3.0,17.1,12.23,0.1599,0.9894,428.0,1,0.7,0.65,4519.0,4.65,-0.393,6.747,7.1235,1.85364069190584,20.9581,22.5694,21.7403,21.4024,21.0645,20.8123,20.9247,21.0371
153,4566312,4566312.01,21.715159,123.528529,0.17174,46.586601,89.8478,0.039,89.3,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,112.679063,3.0,12.4,11.56,0.1337,0.1237,450.0,1,0.675,0.617,4457.0,4.68,0.046,6.919,7.5412,1.7261509157082449,21.1365,22.6931,21.911,21.5727,21.2344,20.9901,21.1118,21.2335
154,4567093,4567093.01,33.407793,136.232114,0.303827,62.084645,89.4493,0.0374,273.7,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,119.581967,2.0,36.2,20.45,0.1782,0.5967,390.0,1,0.675,0.617,4457.0,4.68,0.114,6.919,8.4286,2.0836481493180923,21.3475,23.157,22.2273,21.8531,21.479,21.1879,21.2958,21.4037
155,4571389,4571389.01,21.309365,118.50351,0.230303,45.404416,88.9889,0.0323,205.9,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,128.765675,3.0,21.8,15.75,0.1324,0.8012,457.0,1,0.681,0.627,4467.0,4.67,-0.17,6.876,7.2646,1.9202332933717108,21.2132,22.8447,22.0157,21.6678,21.3198,21.0667,21.1799,21.293
156,4578222,4578222.01,2.905302,105.241413,0.112394,12.027589,87.4476,0.1262,152.2,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,2e-06,0.0,1.1e-05,106.488193,25.0,11.8,7.69,0.0351,0.5356,887.0,1,0.681,0.627,4467.0,4.67,0.008,6.876,7.5831,1.869412739280475,21.2404,22.8195,22.0285,21.6842,21.3399,21.0954,21.2134,21.3315
157,4579395,4579395.01,0.589304,105.556097,0.345769,4.28618,84.7743,0.0233,126.6,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.00067,3.6e-05,0.002185,105.845682,118.0,343.6,22.7,0.012,0.3904,1472.0,1,0.663,0.602,4426.0,4.69,0.027,7.004,5.3841,1.4755523483125714,20.4043,21.8342,21.1273,20.8064,20.4854,20.2637,20.3935,20.5233
158,4584250,4584250.01,0.555095,105.317128,0.063756,3.884189,78.5626,0.0175,163.6,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,3.3e-05,2e-06,9.8e-05,105.588883,126.0,5.9,4.52,0.0117,0.7702,1579.0,1,0.7,0.65,4519.0,4.65,-0.086,6.747,8.9229,1.9776256383224569,21.4212,23.024,22.2088,21.8664,21.524,21.2764,21.3909,21.5054
159,4587408,4587408.01,32.303677,121.287259,0.181097,57.784748,89.94,0.067,173.8,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,136.071504,2.0,17.2,13.0,0.1768,0.0606,411.0,1,0.706,0.658,4539.0,4.64,-0.201,6.701,7.0395,1.944329442042933,20.843,22.4428,21.6241,21.285,20.9458,20.6987,20.8123,20.926
160,4589390,4589390.01,22.546514,114.209469,0.104094,44.452762,88.8401,0.2449,109.9,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,124.256504,3.0,6.2,7.71,0.1404,0.8998,476.0,1,0.725,0.679,4613.0,4.63,0.244,6.564,7.0529,2.206756940516171,20.9834,22.7516,21.8427,21.4733,21.1039,20.8322,20.9386,21.0451
161,4590471,4590471.01,28.236046,112.702244,0.231319,51.647392,89.1443,0.1744,106.8,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,125.905286,3.0,57.5,17.13,0.1631,0.7713,442.0,1,0.725,0.679,4613.0,4.63,0.292,6.564,5.5362,1.2959274718356972,20.1011,21.3802,20.741,20.4515,20.162,19.9685,20.1065,20.2444
162,4595993,4595993.01,14.783603,111.939636,0.153289,33.396899,89.5234,0.0323,240.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,119.181734,5.0,12.5,11.44,0.1062,0.2778,554.0,1,0.731,0.684,4645.0,4.62,0.119,6.518,9.0701,1.7660189028472784,21.181,22.6873,21.9206,21.5952,21.2699,21.0402,21.1625,21.2848
163,4614753,4614753.01,23.747921,125.886908,0.177588,45.153235,89.7389,0.1356,167.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,135.766924,3.0,19.8,13.52,0.1466,0.2058,482.0,1,0.744,0.698,4699.0,4.61,-0.022,6.424,7.6175,1.8032582154238728,20.793,22.1758,21.4596,21.1605,20.8614,20.6639,20.7892,20.9146
164,4616127,4616127.01,0.653236,105.292606,0.089729,4.193332,86.0572,0.0679,166.9,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,5.5e-05,4e-06,0.000172,105.591904,107.0,15.2,6.65,0.0132,0.2883,1551.0,1,0.725,0.679,4613.0,4.63,-0.061,6.564,7.6874,1.849259706906324,21.0875,22.5567,21.8044,21.4873,21.1703,20.9514,21.0726,21.1939
165,4619686,4619686.01,4.218997,107.337826,0.22528,14.269584,89.9936,0.2226,91.4,0.1271,0.3347,0.465,0.158,0.1182,0.2758,4e-06,0.0,3.1e-05,109.433045,17.0,66.4,17.15,0.0463,0.0016,857.0,1,0.744,0.698,4699.0,4.61,-0.067,6.424,6.9427,1.5382019379347838,20.6744,21.9261,21.2815,21.0045,20.7274,20.5501,20.6835,20.8169
166,4620610,4620610.01,0.940436,105.16945,0.052272,5.321968,86.9706,0.0514,34.9,0.1271,0.3347,0.465,0.158,0.1182,0.2758,9e-06,0.0,3.4e-05,104.724667,75.0,5.0,3.9,0.0169,0.2813,1387.0,1,0.731,0.684,4645.0,4.62,0.077,6.518,7.3134,1.8659077005926727,20.7951,22.3277,21.5448,21.2156,20.8864,20.6543,20.7742,20.8941
167,4630889,4630889.01,26.003129,128.554753,0.281942,47.968434,89.6505,0.0639,130.4,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,140.872278,2.0,32.4,21.47,0.1557,0.2926,467.0,1,0.744,0.698,4699.0,4.61,-0.254,6.424,8.0339,2.0521042634756457,21.0205,22.5848,21.7709,21.442,21.1131,20.8838,20.9964,21.109
168,4632257,4632257.01,3.184272,106.866089,0.077906,12.055519,88.0534,0.0222,196.7,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,1e-06,0.0,6e-06,108.415495,22.0,6.8,5.77,0.0381,0.4095,915.0,2,0.725,0.679,4613.0,4.63,-0.069,6.564,8.3992,1.7984389439082638,21.0915,22.5355,21.7961,21.4838,21.1714,20.9561,21.0792,21.2024
169,4632257,4632257.02,16.056238,105.887464,0.083808,35.449355,89.1798,0.0644,232.2,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,113.51359,5.0,4.9,6.21,0.112,0.5074,534.0,2,0.725,0.679,4613.0,4.63,-0.069,6.564,8.3992,1.7984389439082638,21.0915,22.5355,21.7961,21.4838,21.1714,20.9561,21.0792,21.2024
170,4633048,4633048.01,247.327346,174.175504,0.112567,219.462625,89.7726,0.0486,244.8,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,294.584321,1.0,6.2,8.34,0.6931,0.871,214.0,1,0.725,0.679,4613.0,4.63,-0.129,6.564,7.4953,2.025379649148808,21.0927,22.6718,21.858,21.5236,21.1892,20.9525,21.0664,21.1804
171,4634817,4634817.01,2.032184,105.575626,0.047875,9.01776,84.91,0.034,7.7,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,1e-06,0.0,6e-06,104.603444,35.0,3.2,3.5,0.0281,0.8001,1053.0,1,0.719,0.671,4592.0,4.63,0.163,6.61,7.8022,1.8518883814687623,20.8431,22.4385,21.6239,21.2841,20.9442,20.6968,20.8151,20.9334
172,4635024,4635024.01,14.06889,118.862497,0.113974,31.850166,89.3931,0.027,96.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,125.871543,4.0,12.0,8.68,0.1034,0.3374,573.0,2,0.744,0.698,4699.0,4.61,0.135,6.424,6.5797,1.8063249675955813,20.3217,21.8101,21.0497,20.7279,20.4061,20.1841,20.3061,20.4281
173,4635024,4635024.02,41.377155,137.630876,0.307414,65.380096,89.1301,0.0163,6.9,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,117.371672,1.0,52.2,23.4,0.2123,0.9926,400.0,2,0.744,0.698,4699.0,4.61,0.135,6.424,6.5797,1.8063249675955813,20.3217,21.8101,21.0497,20.7279,20.4061,20.1841,20.3061,20.4281
174,4635526,4635526.01,1.084116,105.724857,0.196063,6.012142,85.1152,0.0156,90.4,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,8e-05,2e-06,0.000328,106.267056,64.0,70.3,14.07,0.0184,0.5119,1275.0,2,0.706,0.658,4539.0,4.64,0.421,6.701,7.8445,1.97149213397904,20.8345,22.5383,21.6686,21.3071,20.9455,20.6849,20.7982,20.9114
175,4635526,4635526.02,17.970242,119.406646,0.287782,39.085398,89.9902,0.0107,263.0,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,128.37823,4.0,60.4,20.65,0.1196,0.0067,500.0,2,0.706,0.658,4539.0,4.64,0.421,6.701,7.8445,1.97149213397904,20.8345,22.5383,21.6686,21.3071,20.9455,20.6849,20.7982,20.9114
176,4635795,4635795.01,14.117808,114.108976,0.127303,32.832318,88.581,0.0517,342.0,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,107.492711,5.0,8.0,9.32,0.1025,0.8131,552.0,1,0.719,0.671,4592.0,4.63,0.064,6.61,8.4275,1.647729278711397,21.2006,22.639,21.9106,21.5963,21.282,21.0617,21.1886,21.3156
177,4640399,4640399.01,2.586585,105.784675,0.068407,10.734862,89.5744,0.0335,61.5,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,1e-06,0.0,7e-06,104.518141,27.0,4.2,4.91,0.0329,0.0797,954.0,2,0.706,0.658,4539.0,4.64,-0.015,6.701,8.1648,1.868974452764382,21.2882,22.8031,22.0359,21.7075,21.3791,21.1475,21.2675,21.3876
178,4640399,4640399.02,16.32332,117.452044,0.100349,36.659308,88.7136,0.06,124.2,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,125.264086,4.0,4.8,7.2,0.1122,0.823,516.0,2,0.706,0.658,4539.0,4.64,-0.015,6.701,8.1648,1.868974452764382,21.2882,22.8031,22.0359,21.7075,21.3791,21.1475,21.2675,21.3876
179,4643748,4643748.01,22.991693,122.954014,0.152485,46.063743,89.3809,0.0228,86.8,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,111.478679,3.0,10.8,10.94,0.141,0.4978,461.0,1,0.706,0.658,4539.0,4.64,0.167,6.701,8.6186,1.977187560713188,21.2402,22.9425,22.0723,21.7142,21.3562,21.0875,21.2005,21.3135
180,4652332,4652332.01,33.733607,106.290492,0.282849,56.803688,89.8584,0.1849,7.1,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,93.344193,3.0,41.8,21.69,0.1857,0.1404,432.0,1,0.75,0.703,4732.0,4.61,-0.233,6.377,8.3157,1.854516847124378,21.0287,22.4624,21.7175,21.4108,21.1041,20.8981,21.0186,21.139
181,4653898,4653898.01,19.083387,114.39587,0.098547,39.43115,88.5573,0.0549,349.2,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,105.510806,4.0,8.0,7.41,0.1264,0.9928,513.0,1,0.738,0.689,4677.0,4.62,-0.016,6.471,7.0953,1.329661954631314,20.5944,21.7368,21.1543,20.8947,20.635,20.4731,20.6144,20.7557
182,4654700,4654700.01,7.524301,111.310541,0.198538,21.387331,89.9945,0.1888,134.8,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,4e-06,114.432649,9.0,24.1,14.7,0.0675,0.0021,687.0,1,0.725,0.679,4613.0,4.63,-0.166,6.564,8.495,1.2692028575088596,21.1399,22.3242,21.7261,21.4576,21.1891,21.0142,21.1535,21.2928
183,4656706,4656706.01,29.79018,110.21956,0.213664,53.062116,89.8833,0.0007,214.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,125.105787,3.0,19.9,16.06,0.17,0.108,442.0,1,0.738,0.689,4677.0,4.62,-0.124,6.471,7.902,2.1730224577205544,21.2067,22.822,21.9824,21.6436,21.3049,21.0676,21.1782,21.2888
184,4656962,4656962.01,20.895835,116.212008,0.1379,42.641242,89.5993,0.1192,278.8,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,106.011182,3.0,8.2,10.09,0.1331,0.2982,484.0,1,0.719,0.671,4592.0,4.63,0.053,6.61,8.9253,1.577193665401867,21.4115,22.7994,22.0979,21.7921,21.4862,21.2753,21.4048,21.5344
185,4661133,4661133.01,2.818067,106.940089,0.209943,11.061655,88.0565,0.0229,357.5,0.1271,0.3347,0.465,0.158,0.1182,0.2758,1e-05,0.0,6.4e-05,105.57259,25.0,51.5,15.66,0.0352,0.3751,962.0,1,0.731,0.684,4645.0,4.62,-0.153,6.518,8.7004,1.4965815359052612,21.0956,22.377,21.7236,21.4396,21.1557,20.9674,21.0996,21.2318
186,4662728,4662728.01,10.528634,107.403845,0.153816,26.524702,89.9318,0.0158,289.9,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,1e-06,102.176472,7.0,11.8,11.56,0.085,0.0316,625.0,3,0.738,0.689,4677.0,4.62,-0.043,6.471,10.2418,2.0306369982736863,21.4946,23.0165,22.2271,21.904,21.581,21.3591,21.4759,21.5926
187,4662728,4662728.02,16.58803,113.253952,0.140246,35.914159,88.5805,0.1063,289.9,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,105.345317,4.0,8.0,10.54,0.1151,0.8897,537.0,3,0.738,0.689,4677.0,4.62,-0.043,6.471,10.2418,2.0306369982736863,21.4946,23.0165,22.2271,21.904,21.581,21.3591,21.4759,21.5926
188,4662728,4662728.03,34.034334,128.358986,0.112555,57.989227,89.2447,0.0134,137.8,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,145.162894,2.0,4.1,8.46,0.1858,0.7644,423.0,3,0.738,0.689,4677.0,4.62,-0.043,6.471,10.2418,2.0306369982736863,21.4946,23.0165,22.2271,21.904,21.581,21.3591,21.4759,21.5926
189,4664285,4664285.01,23.099918,105.356922,0.19112,46.208182,89.9383,0.3125,317.0,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,97.217819,4.0,18.3,13.72,0.1414,0.0498,460.0,1,0.706,0.658,4539.0,4.64,0.297,6.701,8.504,2.028446401320517,21.1566,22.8821,22.0021,21.6385,21.2749,21.0037,21.1148,21.2259
190,4665695,4665695.01,51.345675,146.876294,0.244908,75.162969,89.577,0.0309,119.1,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,172.060865,1.0,21.3,18.78,0.2458,0.5549,376.0,1,0.75,0.703,4732.0,4.61,0.032,6.377,8.937,1.901394702732191,21.1097,22.5522,21.8044,21.4945,21.1846,20.9784,21.1003,21.2222
191,4670895,4670895.01,18.820588,106.837997,0.08127,39.229075,89.2597,0.2485,310.0,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,99.370939,4.0,4.1,6.06,0.1248,0.5068,511.0,1,0.731,0.684,4645.0,4.62,0.204,6.518,8.4611,1.932062224449276,21.1047,22.7055,21.8846,21.5443,21.2039,20.9607,21.0774,21.194
192,4674522,4674522.01,17.783245,115.06306,0.107159,38.813779,88.5696,0.0532,222.6,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,123.512544,4.0,7.1,7.69,0.1188,0.9689,502.0,1,0.706,0.658,4539.0,4.64,0.117,6.701,7.7553,1.7975627886897252,20.9563,22.5596,21.7449,21.4028,21.0608,20.8073,20.9264,21.0455
193,4677349,4677349.01,1.915656,106.592516,0.060973,8.081026,89.6152,0.0127,7.7,0.1271,0.3347,0.465,0.158,0.1182,0.2758,4e-06,0.0,1.8e-05,105.650322,36.0,7.4,4.92,0.0278,0.0543,1181.0,1,0.781,0.74,4875.0,4.58,-0.053,6.136,6.8028,1.9342528214024453,20.4392,21.7989,21.0626,20.7808,20.499,20.3172,20.4404,20.5637
194,4678081,4678081.01,7.859082,111.320617,0.10657,21.058189,87.6422,0.0733,93.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,2e-06,115.229878,9.0,9.5,8.42,0.0709,0.8663,723.0,1,0.769,0.724,4819.0,4.59,-0.225,6.233,8.9501,2.0521042634756457,20.8839,22.3668,21.5769,21.2695,20.9621,20.7548,20.8704,20.986
195,4678482,4678482.01,18.519113,116.365471,0.146253,36.672034,89.3082,0.0514,24.5,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,107.659047,4.0,19.5,11.81,0.1262,0.4428,554.0,2,0.781,0.74,4875.0,4.58,0.001,6.136,7.6474,1.986825894837582,20.5195,21.9,21.1522,20.8667,20.5812,20.3971,20.519,20.6409
196,4678482,4678482.02,26.155556,125.987139,0.12669,46.163371,89.4653,0.0221,355.8,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,113.278404,2.0,11.0,10.23,0.1589,0.4308,494.0,2,0.781,0.74,4875.0,4.58,0.001,6.136,7.6474,1.986825894837582,20.5195,21.9,21.1522,20.8667,20.5812,20.3971,20.519,20.6409
197,4678765,4678765.01,1.704914,106.272122,0.133854,7.60282,89.0643,0.0319,117.7,0.1271,0.3347,0.465,0.158,0.1182,0.2758,2.2e-05,0.0,0.0001,107.108761,41.0,29.4,10.57,0.0256,0.1241,1204.0,4,0.769,0.724,4819.0,4.59,-0.139,6.233,8.1873,1.9149759442468324,20.8114,22.207,21.4637,21.1708,20.878,20.686,20.8075,20.9289
198,4678765,4678765.02,2.499002,106.398073,0.070264,9.810343,87.9011,0.0249,9.5,0.1271,0.3347,0.465,0.158,0.1182,0.2758,2e-06,0.0,1.3e-05,105.187978,28.0,7.1,5.55,0.033,0.3593,1060.0,4,0.769,0.724,4819.0,4.59,-0.139,6.233,8.1873,1.9149759442468324,20.8114,22.207,21.4637,21.1708,20.878,20.686,20.8075,20.9289
199,4678765,4678765.03,9.367686,110.197871,0.077141,23.673439,88.9555,0.0774,218.7,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,114.522087,7.0,5.4,6.09,0.0797,0.4315,682.0,4,0.769,0.724,4819.0,4.59,-0.139,6.233,8.1873,1.9149759442468324,20.8114,22.207,21.4637,21.1708,20.878,20.686,20.8075,20.9289
200,4678765,4678765.04,15.332555,119.270169,0.12469,32.878814,89.3137,0.1118,255.6,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,126.664591,4.0,11.5,9.85,0.1107,0.3938,579.0,4,0.769,0.724,4819.0,4.59,-0.139,6.233,8.1873,1.9149759442468324,20.8114,22.207,21.4637,21.1708,20.878,20.686,20.8075,20.9289
201,4683303,4683303.01,3.792969,107.363126,0.100155,13.100354,89.3938,0.1175,249.6,0.1271,0.3347,0.465,0.158,0.1182,0.2758,1e-06,0.0,9e-06,109.160439,18.0,10.3,7.78,0.0434,0.1386,904.0,3,0.756,0.712,4753.0,4.6,0.076,6.329,6.8621,2.087591056708339,20.7459,22.3163,21.5036,21.1705,20.8374,20.6089,20.723,20.837
202,4683303,4683303.02,6.306001,107.93443,0.127126,18.385109,89.8561,0.0435,276.2,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,4e-06,104.801055,11.0,14.1,9.87,0.0609,0.0462,763.0,3,0.756,0.712,4753.0,4.6,0.076,6.329,6.8621,2.087591056708339,20.7459,22.3163,21.5036,21.1705,20.8374,20.6089,20.723,20.837
203,4683303,4683303.03,7.571999,106.329337,0.13818,20.770034,89.2866,0.0361,249.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,2e-06,110.054418,10.0,16.4,10.73,0.0688,0.2586,718.0,3,0.756,0.712,4753.0,4.6,0.076,6.329,6.8621,2.087591056708339,20.7459,22.3163,21.5036,21.1705,20.8374,20.6089,20.723,20.837
